target_address,target_exgraph_node_id,full_asof__kmeans,full_asof__gmm,full_asof__hdbscan,trajectory__kmeans,trajectory__gmm,network__kmeans
0x659cf4e68a97e20c9e9bd76fae9a7568e101d49f,322187,4,0,2,0,2,2
0x659dbd5089a5b6e3747b8c33d24385e8663181e0,418243,7,2,-1,2,2,-1
0x65a8092020176d83fd580eb9e55adc9e2b849ec6,691248,8,1,-1,2,1,3
0x65b1252bb7f94910d1e79eafe571d76a6a06563a,320600,2,5,3,3,4,-1
0x65b1660dc2e814d4338db848e9fed664415f082e,159059,7,8,2,2,1,2
0x65b1ab9e8068409c21f4a16928b22f3946f560df,132124,9,5,-1,4,4,-1
0x65b1d1646861fde9eba711708ddeac6e559b4bb0,126629,8,9,-1,1,1,4
0x65b1e1b0d4f7e805e659733ded31b69049425449,401236,4,2,7,2,2,-1
0x65b27ba7362ce3f241dafdfc03ef24d080e41413,3933,5,7,-1,1,1,1
0x65b30d3dc8229d65d2a621ba561ed336afbaccbe,97491,8,8,2,1,1,4
0x65b32c68c11e6da4658041dee3db411482ed1ab6,235572,1,0,-1,1,1,4
0x65b4b33e5e76ad345623fb1f7581fb2e060dcac3,321883,6,2,-1,0,3,-1
0x65c7432e6662a96f4e999603991d5e929e57f60a,20796,8,8,2,1,1,4
0x65c946c93964e058b5f2fa651d140ed6e777517f,1230867,3,0,2,0,3,2
0x65ca34762bcde0c2412fcfde5c806d6567afa7be,50340,4,0,2,2,2,2
0x65ca4f011426fc2ac02041fbac0d12707070ea35,316431,8,9,1,1,1,0
0x65ce29640736a46c62e7d61a7337e4d3474d6192,195638,2,3,9,3,0,-1
0x65d472172e4933aa4ddb995cf4ca8bef72a46576,1046,4,5,7,2,3,-1
0x65d4bdd7e0d1eca79b6b561439d5b721b9bf156e,150154,2,5,-1,3,0,-1
0x65d5067b492d755bd4f9a5739e7669d685e69707,124107,4,2,-1,2,3,-1
0x65d6f46c346cf45f3160b9a59d4c758bb2b02eb4,606573,1,1,2,2,2,4
0x65d88c64b01b9481352fa8a68b54ed1b3b687388,12035,5,7,-1,1,1,0
0x65e682bdc103884c3cb3e82288a9f65a8d80ca54,698078,8,1,-1,1,1,4
0x65ed6862e29fb29014069e95a99612198095b252,1358431,3,0,-1,0,4,4
0x65eee9c234522452139d84d3b5e80f3d97600027,66417,4,2,-1,2,2,-1
0x65f312874ae1f839a2501be4888301698926582f,786137,3,5,6,0,4,-1
0x65f63255f230751de8fadb2c9469398b888aa5ff,199777,4,2,-1,2,2,-1
0x65f6c95a9c492185c5df58fa94ac015d354ca2ce,370005,4,2,7,2,2,-1
0x65f91fd535fc4c49bedbeb9c4f351372ce3ee71e,212821,3,2,-1,0,3,-1
0x65fcd2eef8a80b0207927cc32314049e0bbd6030,317428,2,3,9,3,0,-1
0x66082c2543a730b47cadbde904a5b6f042b1c12f,130326,8,9,2,1,1,0
0x6609bf3af86124fa50be0ca20991f17f9bb033a1,1338959,2,4,3,3,0,-1
0x6609bfb5bc43eddc0c2c589de3a541edcf46532d,320004,1,1,0,1,1,3
0x660db217acf42e79a356d3a4e5fd4cf8bf45e83c,129501,8,8,-1,2,1,4
0x661391bd2a1db0dcbbc9f065f6326fb2a55f7660,249382,7,1,2,2,2,2
0x66194a01a2b741bd6656eb7a5ba923900760676f,98186,5,7,-1,1,1,1
0x661a427e0fb519e6db8eca57d9d3a561b16ccfc6,874429,1,1,2,2,2,4
0x661f6c10432a0f5accb69a1577089ba820b1b735,652775,4,5,7,2,2,-1
0x6620ef6316d163b26e1af288b69ce4eeec72038a,327610,4,2,-1,1,3,-1
0x662e0476bc4f30aefe2073b6a5f913d149148b7c,1329816,3,2,-1,2,2,-1
0x6637395681603fee320296aa25b12a682cc72ace,59394,7,0,2,2,2,2
0x6641a5127521085a8456a309cf32056d5d8acac9,320625,9,0,-1,4,4,2
0x6642b8c8e4d6ade0a991ce417e19b5a6801da072,81056,4,2,7,0,2,-1
0x6644af2862bc490cb9d36fccf6ebfa62241f1cc9,749695,1,6,2,0,2,4
0x664d448a984dae1e829bf71e837facd7b657ee10,46082,7,8,1,1,1,-1
0x6652483a07e9d177088e3f56bc3fcbe008855edf,372686,4,2,7,2,2,-1
0x6652b6e0fd491a1e6d10d92ff19593e6aaaec387,117093,4,2,-1,1,1,-1
0x6653fadda05df8108e82d6694fa368172549bcbc,318105,3,5,7,0,3,-1
0x6654c845cff01f4652fbfaa12364c556934656ac,38039,4,2,-1,2,3,-1
0x66594cbf52bafc10247d131ffb47c09ac7c335e2,571317,4,2,7,2,3,-1
0x665a9ac265a42df2539858cb9e9bc16886538e11,1255531,2,3,9,3,0,-1
0x66611274e5e1a3b94a7226f58e4e64b582f512fd,90387,9,0,-1,4,4,2
0x66627c4bfd7205d831d9757ae69f41af405237ae,402020,7,8,2,2,1,2
0x666ac8d83f3f78824861997fa2584bdcfb6155ea,52802,4,2,-1,2,3,-1
0x666ee4ad9c9275ddb5fbeb7cf0d9f272847e6ccf,1240695,3,2,-1,0,3,-1
0x6675d00ef9b332cbc6db684572544d054cabddaa,320285,2,3,-1,3,0,2
0x667c490bb47a29256c3d78a62aa5632b93c3a0af,1357573,2,3,9,3,0,-1
0x668473752bbf527d0762fd7ec0f0a5c84b3b708d,316671,2,3,9,3,0,-1
0x6687c671980e65ebd722b9146fc61e2471558dd6,1403442,4,2,7,2,3,-1
0x668ac9bcc6823df1ffcc75697adeb147d645ba43,319234,3,0,-1,0,3,4
0x66921f267f5878d598dc4f7ffff056487dea5c1f,1329850,3,5,-1,0,4,-1
0x669a8cdce1eaddf94456be50348188b29c03b53c,316808,8,8,2,2,2,4
0x66a0b20a6811ded8058069edf877a8b664f171ef,99110,1,6,-1,2,2,4
0x66a4aa6286dda20f1d1a584a8ea9372c3dc54560,35300,8,9,1,1,1,0
0x66a533d49659459d2669cb0b860d3f473112cb12,318203,3,0,-1,2,2,4
0x66a9b4aa270b987054d372d9bcd4e67e0a1dda69,1082936,3,2,-1,0,3,-1
0x66a9fd6f50fbc50774d7c635f9631b3adc554869,152132,4,2,7,2,2,-1
0x66aa50d9b057d7946c8a4fa6986598534f3806c8,1314604,7,8,-1,1,1,-1
0x66ac38aad1f61e4d50b115879903e1a18ee9b56e,395315,8,8,2,2,1,0
0x66b0340ce52c4f081f2d8ade03313fa1c3b6c42e,33660,7,8,2,2,2,2
0x66b4ef5bf1e485f2612066c84eb978e3d0ba20d0,321738,4,2,-1,1,1,-1
0x66b527a2a48335f0a64dea1b3dd3ac89f1352ca3,491890,6,2,7,2,3,-1
0x66b8e9b740dc70f0b6c97cf89b1b45e1ace8a5a7,271276,2,4,4,3,0,-1
0x66bff6e9cf22377c10c748b3d646fb66f4c2814a,1040824,2,0,-1,3,0,4
0x66c3959b636bea1a86e3133de6c23df342c5c4c3,15660,7,8,2,2,1,2
0x66c81e6222a01a67433746f018b3335cad64d725,133426,6,2,7,2,3,-1
0x66cad7b85cb9ec5d44858243ee996c2abbd09b9c,48046,6,2,7,2,3,-1
0x66d416a5afbe32ad5049744884a1697333ce9bbf,595859,3,0,2,0,2,2
0x66d5527411d821cb513f2d214bbbc0ad73586b35,3195,5,7,2,1,1,1
0x66df0a3c697f25134a73fd3030f2c3a9a6861bbc,315772,9,5,-1,4,4,-1
0x66e655f74887e50d2ffca66bdb48e1815d41e7ef,471952,7,1,-1,2,2,2
0x66e89ada4335b6d3b93219bd28685bf147f0c5a2,519820,1,6,-1,0,3,4
0x66ed248202be8cf63182fd50f2b841be30940cd7,1110253,1,1,2,2,2,4
0x66f5ddc253852f407d334f8e90e3bc46fdaaecaa,123119,1,1,-1,2,3,0
0x66f832bd2c82fc78a3843e3bb82260e59a1fbfd5,53301,6,2,-1,2,2,-1
0x66fa87f172bf85f97ea9b2e9c66a9d73a31e6bfc,239236,9,5,7,0,4,-1
0x66fb0873754d061660fe0b614bf2f81c624167d9,188029,4,2,-1,2,1,-1
0x66fc81536ebbe683679d6da9d35ebb9d2f4118e0,401554,2,3,-1,3,0,-1
0x66ff68d7ceb115698c761dbbe5e88d7dc47387cb,437105,5,7,-1,1,1,1
0x66ff8f288c413e61c8ee807088ce301c03076e6e,320205,1,1,-1,1,3,3
0x670567e41e3500622b7b918e4a1a6da59fc5b2e3,420503,4,0,-1,2,2,2
0x6707e289fbfacc1f5a30b46be438c3e723ab576c,432565,7,2,-1,2,2,-1
0x6709b6c55bd565b63248acc3f98c6e194598877e,60711,8,1,2,2,2,0
0x670c26807e4c6dd9cd47928086524cd4961bc880,231370,8,1,2,2,2,4
0x670c3446e6c21dfde026c03172ed50d7cd523582,598083,6,5,-1,0,3,-1
0x67125fffbab53676667d3ecb28ae7aeb8b9efc14,212517,2,3,9,3,0,-1
0x6713fae34cfa62fc83d5b15fcb7eb66265fa0c9e,1053321,4,2,7,2,2,-1
0x6714094155be5878aaea801a5a34b101670908a3,213900,3,5,-1,0,3,-1
0x67142cbbdcfb4412fc6a083f2df2c30d1daaa019,23879,5,7,2,1,1,0
0x672741236e5c5f704503984dc400d505d06bfe5b,320763,4,0,2,2,2,2
0x67299149bc20ca4ccc43618318866cb9fca78a91,48845,4,2,-1,2,2,-1
0x672c6c0397884b0756e52cdee61d00a51b0eff61,1161297,3,0,2,0,2,2
0x6735e8c64e02bc338b944cc9e4d55e51e0e9ea93,1638673,4,2,-1,0,2,-1
0x6740af60a94444ba4589024e7d7f7b99d782ad7d,319760,3,2,-1,0,3,-1
0x6741a13d1939d22b9c513f3a6da73517c8710842,519740,6,5,-1,3,4,-1
0x674ce3df513b0dfb13e7b36b63639677118a1171,1687022,9,5,-1,4,4,-1
0x674d02bb189c345e689b846262167c222136e627,719443,4,0,-1,2,2,2
0x675065567c6e606852321783e564731f7716d187,605966,3,5,6,0,4,-1
0x67580561ba59d3d59dfc854c9399d63e93c08d25,49240,1,0,-1,2,2,4
0x675ebc88bd62310a49762722fc0cf3a725c02e6e,5481,6,2,-1,2,1,-1
0x675fbb53c43fb93af9aae8804ac34478c616bf25,782182,7,2,-1,2,2,-1
0x6762fddfbfe6328c87aff53eb0e93df0ed71dff5,175157,2,4,4,3,0,-1
0x67639291061b6267fddb209e579888842021f6d8,194137,4,5,7,0,3,-1
0x6764fa13cf171e8cd0bdbfea6e0dcc879a5dc708,516933,7,0,-1,2,3,2
0x676bed6b5842fb7366e36b0b30f08eda93b66691,144162,8,9,2,1,1,4
0x676da9fda6b0b50c54e72d50282214843df2b4a5,329313,2,3,9,3,0,-1
0x6775166e543f46d2feb2fd6ab73933462b4fd0e1,1236104,2,3,8,3,0,-1
0x67757c6f93d45cb797f29d4be349a62b7b0b0079,144511,7,2,7,2,3,-1
0x6777e1fe47d4ed19242bcbf07626fff32543ffeb,1288568,2,4,4,3,0,-1
0x677893faed05e2cf0821966f3fe7157e7df25a1b,774750,4,2,-1,2,2,-1
0x677a679f9b543418f56f6c46ece6e0674ddb2601,318090,3,0,2,0,2,4
0x677da44fa804c2961800c05dccd67d0cfab5d350,1381373,2,3,2,3,0,2
0x677e9ede2f94743ee5c8545779ffa64f6aded332,395855,1,1,0,2,2,3
0x6786939a63acf04b5ea7ab42178a30e1453f7453,259229,7,1,2,2,2,2
0x6787390edab9c0d1aef55e755e7eb3f2d586a1c7,830530,2,5,-1,3,1,-1
0x678e0ccaaf4b1f33904c9e6a0e31b91a7c3db862,58930,8,8,2,2,2,0
0x678e332490e354fe93fe0588cae7495c41160458,395257,3,2,-1,0,3,-1
0x679a375895e2b43a13f07ed4cd0e1a66cdb67e89,287175,6,5,7,0,3,-1
0x679b4172e1698579d562d1d8b4774968305b80b2,63545,7,2,-1,1,1,-1
0x679c9a7fb9379b3673a1a6687b17131e4599ef3c,2586,8,8,2,1,1,2
0x679e4882bb9af8729348d103aa8a7e4d46205ca0,756940,8,9,-1,1,1,0
0x679fb30118f6dc318c8b4089edf39637dba64d71,198241,4,2,-1,2,2,-1
0x67a5a5136ba1725359bfdf204cbbb1c809cc5490,546467,5,9,-1,1,1,1
0x67a8734f5d97bc462df92346af4b29b417d39d97,10712,7,2,7,2,2,-1
0x67a91d0e355545e4342a6c233f47712218ea7fec,346204,5,7,1,1,1,0
0x67a9ebf979b08821fc39c9634497765176001b72,41646,3,5,-1,0,3,-1
0x67aef5eabdef2847830c657897ba5f97fa617262,272674,6,5,6,0,3,-1
0x67af60847fd6e89e5762d37012a318b9c351107e,341746,1,1,-1,2,2,4
0x67b1d9099f2ad971cd31430059ed7936319163f7,57912,8,8,2,1,1,0
0x67b70cd9e2926f901f55ac2d34d0652be975cd4e,147044,0,6,-1,2,3,-1
0x67b7967b81f3a3a37e30fe83a1253726c73a5441,168110,2,2,-1,3,1,-1
0x67ba5775a60b13254bf65ea67295dd47543bc5e1,167573,6,2,-1,2,3,-1
0x67ba9dcde7423578202b0f820b39f7a1fb02c630,638747,6,2,-1,2,3,-1
0x67bd9361ca652c4f428ac28890eeb36c7f8076d1,1313718,3,5,7,0,4,-1
0x67c181545df44cdf1c00a0c1e63ab16147fccc80,1307959,3,2,-1,0,3,-1
0x67c8374843a43b37f3bf298c195b66ddc5a2ee74,1337201,6,5,6,0,3,-1
0x67ca64e6d0a97bae9d85b6b005a0ccdd876ab896,12437,7,2,-1,2,1,-1
0x67d1d8c8c440f47f00b3cbf14debbf9cbed00eef,1309882,2,3,8,3,0,-1
0x67d1f7837e83d196362f0e8cd36bdb3e024da301,205120,7,2,-1,2,1,-1
0x67d1ffbf2bf0c89be1daf1a966fcf0d4af3f5a8f,69795,2,4,4,3,0,-1
0x67d5b338bfbf4ec120ecd4abdb6771edb77eac65,176860,9,5,6,0,4,-1
0x67d5fa7b939899d088a9d548eb9490a379deb912,99675,6,5,7,2,3,-1
0x67d63e0b690a18568ca5b25aade02280c495e5b4,115988,4,2,-1,0,3,-1
0x67d6face96d527cf7061fb112c72fb79a8fa0d6b,1331129,3,0,2,0,3,2
0x67e01477c7b463397313bb64a111d0bab40ea3da,1234781,2,5,-1,3,1,-1
0x67e0887a3614da0dc94b6b36bc787d7c528ec8c2,70231,3,0,-1,0,3,2
0x67e0c6cb919a897cd53909cf7befcab99a4a2801,1104628,9,0,-1,4,4,2
0x67e37bdf790778b5db06a68d45bce7356493f3c2,47744,3,0,2,2,2,2
0x67eda32972dbea06301909b1293c1da7fc80b402,1479471,3,5,7,0,3,-1
0x67eedc05587a6ee61c47965009bfb26bc767acb9,1229404,3,0,-1,0,4,2
0x67efa5e885cb1fdb3cde91e4bf745c70675ffc30,191862,4,2,-1,0,2,-1
0x67f7ecaa4ebadb55cef6cff442ae0fc67e4f363f,486136,7,2,-1,2,2,-1
0x67f8a0269a8cb8b90c0dddc2e486beb6185e26c7,319967,1,1,-1,2,2,0
0x67f8a9a6354b5014d137993989f8bfc2c2df5dd2,262966,4,0,2,0,3,2
0x6801e42c26cfd046fb14c9a8b472cd577cf5f7db,1376834,3,0,-1,2,2,2
0x680a7f5bf8ae2c766b48e7755102a1fe6a745730,582518,3,5,7,0,3,-1
0x6816c7b4e2d68a2f48e3895689517d8e4110810a,164127,4,2,7,2,3,-1
0x6816d223f6def076918f42c1a637cbbbb8c2ee63,807789,4,5,7,0,3,-1
0x682acbcf554b44f5f266548cf2c39b355e88b452,30578,4,2,7,2,3,-1
0x682b5d2e92b6457e31d08e042c6a950d4c369e33,960607,2,3,10,3,0,-1
0x682bece9c6084d6167b870010dc5b1e7a62f1caa,460803,0,6,-1,2,2,-1
0x682f819aac44010c9cdbd779e337390452e12a52,476074,6,5,7,2,3,-1
0x6830daed04933a012740bcf73b640ba6c2fcf79c,1166740,7,2,7,2,2,-1
0x6831deb8a26b6cf2d2f0a051b4dadd0de41378f8,79698,7,2,7,2,2,-1
0x68360bc9244fefdb8eb5f670f01afaab2680632a,317582,3,0,-1,0,2,4
0x683616179c5336cad1c5d017ec95c42b09972f3c,44923,8,8,2,2,2,4
0x683bfb1a245939843e8aa160cbc8c1d01e0f18d5,326199,8,9,-1,1,1,4
0x683c300dfddf6211afe1918724a336fd9de256d1,22706,9,5,5,4,4,-1
0x683caaf9975619fb2e6f8989d83d4aa49b04bfd5,798696,3,5,-1,0,3,-1
0x684a78562d215ec52e10b077909ea4aab0a4724c,381687,4,0,-1,2,2,2
0x684b1d58a505ec3ae83d386c9f8f83f510b30d38,307841,3,5,7,0,2,-1
0x684d0ec564f9ba389f237cae3807f7359a70502c,317163,4,0,2,2,2,2
0x684dc3bf89f40c3565684d0724a63e23d0e54abd,855430,4,2,-1,0,2,-1
0x684f49bc1e04339d84f2370f14dc1491a3b4f113,186436,8,9,-1,1,1,2
0x6856355aa4321b88eaaecad2db05ff9c92e69731,300585,7,2,7,1,1,-1
0x68576e510be7acb0294d63da5c7ebeb5c8961bbd,1347747,4,5,-1,2,2,-1
0x685cb9e2035d915331379dcbf09d18084f126ba7,353417,5,7,-1,1,1,1
0x6863570ddee21252ce84f943c58b61a5fead7cce,284098,2,4,4,3,0,-1
0x68642ee16d37629810fafe6f98567496f23ea009,163277,1,1,-1,2,2,4
0x6866b9b6ee721f37b161501c56f457de38796d0c,1220,8,7,2,1,1,0
0x6877be9e00d0bc5886c28419901e8cc98c1c2739,139083,8,8,2,1,1,2
0x688847fc6addd42f176080ed2081bbb67c276408,58438,8,9,-1,1,3,1
0x688b4596c84e5d26ea3fb6b0646a5cd15ad4daa4,230431,7,1,2,1,2,2
0x6898ab1cfdc604ae830f5fcb679c5e5dd70c38c7,17220,3,5,-1,0,3,-1
0x6899bf38fa3c7d751b0e2c9cee25d1e2390da6c9,1280328,2,4,3,3,0,-1
0x689d8f9da6ff4b95ff36c4bde2074afdaaf3c8f4,428856,8,9,2,1,1,0
0x68a15bd5f9f7109182cffcb61b6c33baea635812,1337755,2,3,9,3,0,-1
0x68a611ed2791ffffa54b5d107eb8e567171b3251,24497,3,2,-1,0,3,-1
0x68a7d7eb80f33494b55513724c1198822526f5c9,318228,3,0,2,0,3,2
0x68a98b478108e453a46527e36e55ffb22e0d3a2f,170094,8,8,-1,2,1,4
0x68aabbf22cc874f8bc616adcddc4203b04afd130,114851,3,2,-1,1,3,-1
0x68abdbabd433c3ee6cf2f15b4ded53c952ab86b3,318573,2,3,-1,3,0,-1
0x68ae44e5fe22551c7e1bbcc59ca4d94778f49c05,170153,8,8,-1,1,1,0
0x68b3778679e6c88a19f612dbec9bacc3a4e52d05,13926,7,9,7,1,1,-1
0x68b5df9fe79c844e4de675b54db96504de8f4c42,1366006,3,0,2,0,2,2
0x68b992c1b2c68e24a55667cc8eb8c780ce3a5621,320778,1,1,0,2,2,3
0x68be02e951d83a4997eafc24b66600a4c96f77e2,1264184,2,3,-1,3,0,2
0x68be8d7053181e4968063df4aad06975751ad75e,517410,7,2,7,2,2,-1
0x68c345256535af86e03108c2035e93efda0aaccf,1268090,9,5,7,4,4,-1
0x68c73163822cb53630896179ce9a44c4dfd4e075,91528,4,2,-1,1,1,-1
0x68c79634ea9d6ce219347a0fa6a48184cf3ffff0,319637,7,1,2,2,2,4
0x68c9bfe4c5ed8f83c080eed22905b6713ac68016,138486,5,7,-1,1,1,0
0x68dce5c8c8e5743d4d87ed70244565aff29c81ea,463598,4,2,-1,0,3,-1
0x68dd7b37bc20cfc4b1c422a98ac16e22bbe29c13,326904,9,5,-1,0,4,-1
0x68eb3a7d6bb0abd5c35d3944b4e8bee3489af8e6,1314716,1,0,2,2,2,4
0x68fd77f58669f91c8dc407530535cbcc33641b9b,320913,1,1,0,2,2,3
0x68fd8fdd429b32d014acbdf1eaffa60e4e2a2c0c,304733,4,2,-1,2,2,-1
0x6902788bc3ff29650f8333757610ced70191233e,761051,4,2,-1,2,2,-1
0x6904dfa88d5345dc7e2de0e1eba32a6c1e672b93,9425,8,9,2,1,1,0
0x69078dafdbbe55fdf89e50b874d54b91e53fc8ef,4472,0,6,1,2,3,2
0x690ae2e0adf1d939d0dc9eb757ffc5aca5a16d00,515117,7,2,-1,1,1,-1
0x690c82d5af100a5d7657916b7efe71dd5251fd10,1350960,2,3,10,3,0,-1
0x691011598aff4b6ab2ffe7a64df3fcc955480063,308003,3,5,7,0,3,-1
0x69192a30bb363396a0e8750c95e35f12183f5509,68592,8,8,-1,2,1,4
0x691e551380a270a002e632dad8735d517f211e9c,210406,2,5,-1,3,1,-1
0x692292f747dd1cae1dcbceb7f0b67c79a0e8c47d,1299672,2,5,8,3,0,-1
0x692490169c43983c7375d66b3ce5381db4b7382e,1328660,1,1,0,2,2,3
0x69250e030fb59c9ca2f0b7d47c889de3e8e6e493,340291,3,5,-1,0,3,-1
0x6925b22105664506d2d7e449b9cede78cbb1ecfe,328053,1,6,-1,0,3,4
0x6928e4415d6c22e88e7708f1a08730634c57dc9b,819771,0,6,-1,0,2,-1
0x692bedbd3a34a06826052261c3cfc1c0c3a0a877,51585,7,2,-1,2,2,-1
0x692ffc52fe791b792dd8d9048f4324ece76092c7,1293101,2,0,-1,3,1,4
0x693ba8653afa4d22e14f7ba289679009a3fb150a,570032,2,4,4,3,0,-1
0x6941967630dbb142221313bf4e066709e06e9498,1351254,2,0,-1,3,0,2
0x694459be53d56364ae98a320c917d627a3eafc11,1352433,2,0,2,3,0,4
0x694e64d4ad77e0c234b7b1c55ac40302ad86ce3f,2801,5,7,-1,1,1,1
0x694ee79d003cc2600f1e0682a91ab6cbca21df99,64968,7,2,-1,2,2,-1
0x69528c13dcb9d6d5bcb68fd77f8d5498f841ffe4,303211,5,9,1,1,1,0
0x695a968c71d4ac8620c70baf1a445fd90c1c07bd,32375,7,1,2,2,2,2
0x695b73138dde4ba2c0e7bfb47ef3f2ea62c4db10,236185,8,9,2,1,1,0
0x695bca9ee4f78cc1049565f9fac504fc27f02fa2,1227319,4,0,2,2,2,2
0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,40469,5,7,-1,1,1,0
0x69733674bfda66d1e5c167559d8676337f85377c,577063,4,2,7,0,3,-1
0x697c6a6aea3671b1a6e10aea736f18fa3079cb97,1042413,8,8,-1,2,2,4
0x697c8d22a3ccb6d48d27a11efa611e11fa95b842,396048,5,7,2,1,1,1
0x6981a6dc28f2bd28a9d852832c0f1876a9470cb8,37596,5,7,-1,1,1,1
0x698ae6bd6873e9c43d483008f6ab07389f12d32e,692473,8,8,2,2,1,4
0x698ee32575dc58ddc0dd2e8b80d2eab8af1e94e1,845067,8,9,2,1,1,2
0x698fa6437475f3f86df33ea0cb612ad529954811,74566,7,2,-1,2,2,-1
0x6991581435e1341de17b52889bc5929f7d02fad1,114782,3,2,-1,0,3,-1
0x69945f396a248555a28703a593de3082d6947e4a,282513,5,7,-1,1,1,0
0x699dd27a82e8e67d655c362a2e0d8a65f74ff918,230475,1,6,-1,1,1,4
0x699e8cdf7cdbdd990a9709b88076f05610745b09,117197,8,9,2,1,1,0
0x69a0841248dff9b5bf7c58b673ae837f9f2eb6cd,320590,1,6,-1,2,2,3
0x69ae44e82d03c105c39a869e206197ba46e83be1,218302,7,2,-1,1,1,-1
0x69b96a9425596c14c54cd03a8fd09f416b9a6c76,58352,8,9,2,1,1,0
0x69bab873989462def73c7a73655b45dc210512a7,35231,2,5,-1,3,4,-1
0x69bbee1df005b46743342306c3a81b288e24b18c,335192,4,2,-1,2,2,-1
0x69c22c6954fe2853803834619da732d0abd0a744,382842,4,2,7,2,2,-1
0x69c668e95501895a90f0182a3a2216e9941e4d58,1283227,3,0,2,2,2,2
0x69cf6f92214376ee832197fc5be84721187998fc,1324466,2,3,10,3,0,-1
0x69d1fb1a9197101cb978df3c877889f2ccb67827,712166,2,4,4,3,0,-1
0x69d2aab15d6be4684ee52192c4c75c614073f293,137768,7,2,7,1,1,-1
0x69d89a2f6ba6f1b6dae11cb660c14acfad6270e9,83780,8,8,-1,2,1,0
0x69da8f83f977d89afd8bb7372c70d138ff091232,1258266,3,2,-1,0,3,-1
0x69dc258aa8a13bf898135b5474777d8ce9f15e17,303357,3,2,7,0,3,-1
0x69e11a201756fb2e9326ebd3e57a9fd8ad4ba4a5,137363,0,6,-1,0,2,4
0x69e657561b47cf6599eefef06324dbb8d2b03772,288382,1,9,-1,1,1,3
0x69e6db1592cd1af5611a71da63686a60c263ebf2,124670,3,5,7,0,3,-1
0x69ef393c4ff24af31cfda864d85e94f99ecb6bb0,208535,8,8,1,2,1,2
0x69f058b85195055835f1796631f317b2604d1ebd,9076,4,2,7,2,3,-1
0x69f2ebbb5ecfe97d2632ce725ebde91b860b2594,1288236,3,0,-1,1,1,4
0x69fde561275b85dbcd5081d1121bcae64fb83858,250022,5,9,-1,1,1,1
0x6a0129cee67778cd45df5a35a3802e4fd80b77b9,4188,8,8,1,1,1,0
0x6a046c30e5707eb1acd403c65be0b6251ff27dbb,206114,4,0,2,2,2,2
0x6a0fd52d5e3a1fa9ff8deff3158245477ed1c2ec,1261630,2,3,9,3,0,-1
0x6a169a92834fff0a818590e4efba450a12d9ad2d,1382253,2,4,3,3,0,-1
0x6a21b56c9d65d2924c34977ca1a5caf02c6596aa,1205527,9,5,-1,4,4,-1
0x6a2e2892c5d9eb010fc17b3653e3f2d9dffa67f6,236620,8,9,-1,1,1,0
0x6a2ec22820fd37c4cef5c4fa07763f760947e818,1360942,8,8,1,1,1,0
0x6a30bb6820264558777e102cbe210f8d12bb4f9c,647799,4,6,1,2,2,-1
0x6a38cf3805a3c7a06fa1a258e3e897517ca64d8b,317381,2,3,2,3,0,2
0x6a3bdee410267d864d7ae93f52773a74b957e3b1,316002,3,5,-1,0,3,-1
0x6a3d28f89d96c7d77f7fc7205a99d659e5054a68,652590,8,8,-1,1,1,4
0x6a475000f308d195d2e319e8a31ce95867af5354,346671,4,0,2,2,2,2
0x6a490fb7eb67220b706a4ba4057a813e49e3afab,316765,8,9,-1,2,1,1
0x6a4c5885a1a4b4ee9444d2028da6a89436d4c823,51665,7,2,-1,2,2,-1
0x6a4cf3f1ef9d0a369d47a949acebf8ecc443c575,439525,4,0,2,2,2,2
0x6a4e2bc8529c43bc02e7007762eba16fe5bdbd6f,89939,4,2,7,2,3,-1
0x6a4ec5c136cdee757531fcb2319f3c877a461b66,1132830,3,0,2,0,2,2
0x6a525a5dfeabf5e2f3b2fe93cc281c9b29267ff4,169920,1,0,-1,2,2,4
0x6a536f369ffbe4f105f5983b41e71211376c91ed,107892,9,5,-1,4,4,-1
0x6a5db21f659aa4b320e6c5567d7cd27e26089031,294433,2,3,8,3,0,-1
0x6a60371c8d4e9f92b9b3a8dfd1b23d37f9c20f67,1369736,3,0,2,2,2,4
0x6a632bcd9bf1817626b366b11d5bff5fb8d7d947,669697,7,2,-1,2,2,-1
0x6a65e3a704c1e1be1f1392ad3c74c0d9a7694661,313661,4,2,-1,2,2,-1
0x6a66523a2785617f8956c4b01a4f5b845724e0a3,1423835,3,2,-1,0,3,-1
0x6a6680e0188d4e2a275db43dd62e32899f2dfcef,96316,1,1,0,2,3,3
0x6a68e7e32ee88485f11cde93c3cf5f4d107905b8,268704,8,9,2,1,1,0
0x6a6a14e705a6956010afb9796f124b8ef6442f8e,1374856,3,0,2,0,2,4
0x6a6a6e04579c93426a8e65e4268df862edc9bbf2,32030,4,2,7,2,2,-1
0x6a6d2019ed5079f07e84d30b4d702a601eaaa5f6,81338,8,9,-1,2,1,0
0x6a6da37c03fa9ce87e264a58f5dcb8be115c0d18,510842,3,2,7,0,3,-1
0x6a724cc552840a84edd6d4897367a9571797a8c6,81363,5,9,-1,1,1,0
0x6a72d03494cf3cde0d1b84d9614cc5bac6c6cf24,1346909,2,5,-1,3,0,-1
0x6a7463bc6a9889ae70c4fb976897e59712b97165,315311,4,0,2,2,2,2
0x6a81f2be7a9951ab1774860af20d20fa5fab31ef,357790,4,0,2,2,2,2
0x6a85a05a447bd2ef1ec57470b6b40f6662ccc993,342144,8,9,2,1,1,0
